ID,Name,Date of Birth,Weight (KG),Height (CM),Locality,Nationality,Association,Wins,Losses,Draws,Last Fight
2022,Victor Vasquez,None,0,0,None,Chile,Real Fighting Club,0,2,0,2004-07-10T00:00:00
2023,Luis Roberto Duarte,1964-06-25T00:00:00,0,170.18,Rio de Janeiro,Brazil,Brazilian Top Team,1,0,0,1997-03-03T00:00:00
2024,Jucimar Hypolito,None,0,0,None,Brazil,None,0,1,0,1997-03-03T00:00:00
2025,Artyom Vilgulevsky,None,104.33,0,None,None,None,0,2,0,1997-08-29T00:00:00
2026,Leonid Efremov,None,0,0,None,None,None,4,2,0,1997-04-30T00:00:00
2027,Alexey Oleynik,1977-06-25T00:00:00,108.86,185.42,Moscow,Russia,K Dojo Warrior Tribe,51,10,1,2017-01-15T00:00:00
2028,Valery Pliev,None,0,0,None,None,None,8,6,0,2005-04-30T00:00:00
2029,Vasily Kudin,None,0,0,None,None,None,6,4,0,2000-04-28T00:00:00
2030,Yuri Mildzikhov,None,0,0,None,None,None,2,3,0,1997-12-21T00:00:00
2031,Alan Williams,None,0,0,"Omaha, Nebraska",USA,None,4,3,1,2006-07-22T00:00:00
2032,Lance Trammell,None,0,0,"Lodi, California",USA,None,1,1,0,1997-04-05T00:00:00
2033,Dave Barney,None,0,0,Kentucky,USA,None,0,1,0,1997-04-05T00:00:00
2034,Phil Stroffolino,None,78.93,162.56,"Pittsburgh, Pennsylvania",USA,None,3,5,1,1999-09-10T00:00:00
2035,Chad Bartlett,None,126.1,0,None,USA,None,3,6,1,2006-09-09T00:00:00
2036,Joe Canals,None,0,0,None,USA,None,0,1,0,1997-04-05T00:00:00
2037,Frank Amalfitano,None,0,0,"Detroit, Michigan",USA,None,3,2,0,1997-07-19T00:00:00
2038,Bill Cioci,None,0,0,None,USA,None,0,3,0,1998-07-15T00:00:00
2039,Mark Nelson,None,0,0,None,USA,None,1,2,0,1997-04-05T00:00:00
2040,Chris Gochis,None,0,0,None,USA,None,3,2,0,2000-08-19T00:00:00
2041,Scott Reames,None,0,0,None,USA,None,0,1,0,1999-11-06T00:00:00
2042,Charles Barron,None,0,0,None,USA,None,1,5,0,2005-08-13T00:00:00
2043,Jason Glabus,None,0,0,None,USA,None,1,2,1,2000-05-20T00:00:00
2044,Pedro Vianna,None,0,0,"Chicago, Illinois",USA,None,1,3,0,2006-11-18T00:00:00
2045,David Jadran,None,0,0,None,USA,None,0,1,1,1999-11-06T00:00:00
2046,Leo Valdes,None,0,0,None,None,None,1,0,0,1999-11-06T00:00:00
2047,Keith Black,None,0,0,None,USA,None,0,2,0,2003-11-14T00:00:00
2048,Brian Baptist,None,69.4,167.64,None,USA,Scott Ward's Submission Academy,2,5,0,2009-07-18T00:00:00
2049,Robert Hinds,None,0,0,None,USA,None,0,2,0,2000-11-04T00:00:00
2050,Kyle Hensgen,None,0,0,None,USA,None,2,2,1,2001-11-10T00:00:00
2051,Jamal Kimimov,None,0,0,None,Russia,None,0,1,0,1995-11-25T00:00:00
2052,Pavel Byshiv,None,0,0,None,Russia,None,0,1,0,1995-11-25T00:00:00
2053,Rustam Talibov,None,0,0,None,Russia,None,3,3,0,1997-09-26T00:00:00
2054,Nikolai Malmkvist,None,0,0,None,None,None,0,1,0,1995-11-25T00:00:00
2055,Vladimir Boodko,None,0,0,None,None,None,1,2,0,1996-01-28T00:00:00
2056,Victor Yerohin,None,99.79,177.8,None,Russia,None,9,3,0,2001-05-08T00:00:00
2057,Sergei Bondarovich,None,77.11,180.34,None,Russia,None,4,6,0,1998-06-11T00:00:00
2058,Zagil Eribinov,None,0,0,None,Russia,None,0,1,0,1995-11-25T00:00:00
2059,Sergei Akinin,None,0,0,None,Russia,None,4,15,1,2013-08-16T00:00:00
2060,Valery Nikulin,1962-07-16T00:00:00,106.59,190.5,Kharkov,Ukraine,Minamoto Klan,2,6,0,1999-05-08T00:00:00
2061,Eugeniy Golovihin,None,0,0,None,None,None,2,2,0,1995-11-25T00:00:00
2062,Nikolai Leonov,None,0,0,None,None,None,0,2,0,1999-05-08T00:00:00
2063,Vadim Goorlev,None,0,0,None,None,None,1,1,0,1995-11-25T00:00:00
2064,Washiri Sivchik,None,0,0,None,None,None,0,2,0,1996-01-28T00:00:00
2065,Achmed Sagidguseinov,None,0,0,None,Russia,Russian Top Team,12,6,0,2000-10-24T00:00:00
2066,Alexei Motorin,None,0,0,None,None,None,0,2,0,2000-05-21T00:00:00
2067,Urajimir Hoodenkin,None,0,0,None,None,None,0,1,0,1995-11-25T00:00:00
2068,Andrei Smirnov,None,0,0,None,Russia,None,3,1,0,2002-08-18T00:00:00
2069,Andrei Besedin,None,0,0,None,None,None,3,1,0,1995-11-25T00:00:00
2070,Romav Komkov,None,0,0,None,None,None,1,1,0,1995-11-25T00:00:00
2071,Daniel Davis,1976-08-02T00:00:00,92.99,187.96,"Sioux Falls, South Dakota",United States,None,0,1,0,1999-06-11T00:00:00
2072,Mario Mirabella,None,0,0,None,None,None,0,1,0,1998-11-07T00:00:00
2073,Sean Wilmot,1973-08-22T00:00:00,70.31,175.26,"Worcester, Massachusetts",United States,Matt Lee's Fight Factory,6,5,0,2010-09-17T00:00:00
2074,Ken Parr,None,0,0,None,None,None,2,4,1,2002-10-26T00:00:00
2075,Jerome Smith,None,0,0,"Americus, Georgia",USA,None,6,10,1,2006-09-30T00:00:00
2076,David Giannotti,None,0,0,None,None,None,1,5,0,1998-11-07T00:00:00
2077,Brian Skipo,None,0,0,None,None,None,0,3,0,2003-04-26T00:00:00
2078,Doug Powell,None,0,0,None,None,None,1,2,0,1999-09-10T00:00:00
2079,Heath Pedigo,None,76.66,0,None,USA,None,11,0,0,2006-09-09T00:00:00
2080,CJ Hernandez,None,0,0,None,None,None,0,0,1,1999-06-12T00:00:00
2081,Luke Pedigo,None,0,0,None,None,None,5,7,0,2002-09-07T00:00:00
2082,Joe Geromiller,None,83.91,175.26,None,None,Pro Gym,9,12,1,2008-01-26T00:00:00
2083,Dale Carson,None,0,0,None,None,None,2,8,0,2006-08-19T00:00:00
2084,Sam Smith,None,0,0,None,None,None,1,5,0,2007-05-25T00:00:00
2085,Dexter Casey,None,0,0,None,None,None,2,5,0,2001-10-14T00:00:00
2086,Charles Lewis,None,0,0,None,None,None,2,3,0,2002-04-06T00:00:00
2087,Jeff Rick,None,65.77,170.18,None,None,None,2,4,0,2000-11-19T00:00:00
2088,Wesley Bockert,None,0,0,None,None,None,2,2,0,2003-11-08T00:00:00
2089,Rich Santoro,None,0,0,None,None,None,0,3,0,1999-03-20T00:00:00
2090,Josh Cate,None,70.31,0,"Knoxville, Tennessee",United States,Premier Martial Arts,7,9,0,2016-02-13T00:00:00
2091,Tommy Graham,None,0,0,None,None,None,2,1,0,1999-01-30T00:00:00
2092,Dave Gomez,None,72.57,175.26,None,None,None,1,1,0,1999-11-06T00:00:00
2093,Keith Rockel,1965-08-28T00:00:00,83.91,182.88,"Amherst, Massachusettes",United States,Team Elite,12,4,1,2006-04-22T00:00:00
2094,James Ruedlinger,None,0,0,None,None,None,1,1,0,1999-11-06T00:00:00
2095,Keith Wisniewski,1981-10-25T00:00:00,77.11,180.34,"Portage, Indiana",United States,Duneland Vale Tudo,28,15,1,2013-09-04T00:00:00
2096,Angelo Popofski,None,83.91,180.34,"Walled Lake, Michigan",United States,Warrior Way Martial Art Academy,15,10,0,2011-09-24T00:00:00
2098,Ferrid Kheder,1975-03-03T00:00:00,76.66,170.18,None,Tunisia,Team FK,22,11,0,2013-04-27T00:00:00
2099,Paul Ivens,None,0,0,None,None,None,0,0,1,1999-11-06T00:00:00
2100,Johnathan Ivey,1976-02-04T00:00:00,119.29,175.26,"Gallatin, Tennessee",United States,Third Column,32,55,0,2016-08-13T00:00:00
2101,Sergei Belov,None,0,0,None,Russia,None,3,1,0,1999-05-01T00:00:00
2102,Eduard Vdovenko,None,81.65,0,None,Russia,None,6,0,0,2000-04-29T00:00:00
2103,Pavel Pogorazdov,None,0,0,None,None,None,1,2,0,1999-05-01T00:00:00
2104,Andrey Rudakov,None,81.65,182.88,Moscow,Russia,Golden Glory,20,8,0,2008-11-29T00:00:00
2105,Rasul Uzdenov,None,0,0,None,None,None,3,1,0,1999-05-01T00:00:00
2106,Roman Savochka,1978-04-12T00:00:00,107.95,190.5,Tula,Russia,Academy MMA,24,19,0,2011-10-22T00:00:00
2107,Zamirbek Syrgabayev,None,0,0,None,Kyrgyzstan,None,6,9,0,2015-09-19T00:00:00
2108,Ashkhat Gorbakov,None,0,0,None,Kazakhstan,None,2,3,0,2000-04-29T00:00:00
2109,Oleg Chemodurov,None,84.82,0,None,None,None,5,6,0,1999-12-16T00:00:00
2112,Kris Yost,None,72.12,0,None,None,None,1,0,0,2001-05-26T00:00:00
2113,Alex Havens,None,72.57,0,None,None,None,0,1,0,2001-05-26T00:00:00
2114,Michael Kline,None,70.31,0,None,None,None,1,3,0,2003-05-03T00:00:00
2115,Adam Alvarez,None,58.06,0,None,None,None,1,9,0,2005-03-26T00:00:00
2116,Dominico Chagolla,None,62.6,0,None,None,None,0,1,0,2001-05-26T00:00:00
2117,Mark Lowry,1961-01-22T00:00:00,113.4,177.8,"Wayzata, Minnesota",USA,Tag Sports,4,1,0,2002-08-24T00:00:00
2118,Christopher Amado,None,74.84,0,None,None,None,0,1,0,2002-11-23T00:00:00
2119,Gerald Perkins,None,81.19,0,None,None,None,5,1,0,2012-03-31T00:00:00
2120,Larry Robinson,None,91.17,0,None,None,None,1,1,0,2002-11-23T00:00:00
2121,Lendon Williams,None,112.94,0,None,None,Sugar Ray Fighting Club,0,1,0,2001-05-26T00:00:00
2122,Jason Phelps,None,81.65,182.88,"Visalia, California",USA,Samurai Fight Team,1,2,0,2006-09-17T00:00:00
2123,Shane Garrett,1976-08-07T00:00:00,70.31,180.34,Oklahoma,USA,Sooner Vale Tudo,5,2,0,2009-03-21T00:00:00
2124,Wally Holem,None,0,0,None,USA,None,2,2,0,1999-06-26T00:00:00
2125,Chris Helm,None,0,0,None,USA,None,1,1,0,1998-11-07T00:00:00
2126,Sean Russell,None,0,0,None,None,None,0,1,0,1999-03-20T00:00:00
2127,Rick Finsterbush,None,0,0,None,USA,None,1,1,0,1999-03-20T00:00:00
2128,David Roy,None,0,0,None,USA,None,1,1,0,1999-06-19T00:00:00
2129,Virgil Strzelecki,None,70.31,170.18,"Streamwood, Illinois",United States,Midwest Training Center,4,4,0,2005-10-14T00:00:00
2130,Erick Snyder,None,83.91,0,None,United States,U.S. Shidokan Academy,2,8,0,2007-08-11T00:00:00
2132,Kestutis Arbocius,1974-11-28T00:00:00,90.72,180.34,None,Lithuania,Vendetta,8,5,1,2006-08-27T00:00:00
2133,Jesse Gudenschwagger,None,0,0,None,None,Universal Submission Academy,3,1,0,2000-11-18T00:00:00
2134,Eric Bakey,None,0,0,None,None,None,1,0,0,2000-11-04T00:00:00
2135,Bill Novak,None,0,0,None,None,None,0,1,0,2000-11-04T00:00:00
2136,Vaughan Palelei,None,111.58,182.88,"Chicago, Illinios",United States,None,3,3,0,2007-05-05T00:00:00
2137,Matt Pfeifer,None,0,0,None,None,None,0,1,0,2000-11-04T00:00:00
2138,Danny Stoner,None,113.4,177.8,"Paducah, Kentucky",United States,Edge Fitness,1,3,0,2010-06-26T00:00:00
2139,Rodney Newton,None,0,0,None,USA,None,0,1,0,1997-07-19T00:00:00
2140,Ron Mullen,None,0,0,None,USA,None,0,1,0,1997-07-19T00:00:00
2141,Jermaine Wilson,None,0,0,"Evansville, Indiana",USA,None,0,2,0,2008-09-13T00:00:00
2142,Jeff Grunden,None,0,0,None,USA,None,0,1,0,1997-07-19T00:00:00
2143,Billy Johnson,None,0,0,None,USA,None,2,6,0,2007-05-19T00:00:00
2144,Todd Alexander,None,0,0,None,USA,None,0,3,0,1998-06-12T00:00:00
2145,Patrick Robinson,None,0,0,None,None,None,0,4,1,1999-04-24T00:00:00
2146,Rudi de Loos,None,0,0,None,None,None,1,1,0,1995-01-01T00:00:00
2147,Oswald Verlinden,None,0,0,None,None,None,1,0,0,1995-01-01T00:00:00
2148,Errol Maduro,None,0,0,None,Holland,Kamakura,0,3,0,2001-07-14T00:00:00
2149,Richard Anderson,None,0,0,Stockholm,Sweden,Team Scandinavian,3,4,0,2001-12-16T00:00:00
2150,Allen Harris,None,0,0,None,None,None,1,2,0,2005-12-10T00:00:00
2151,Eduardo  Rocha,None,0,0,None,Brazil,None,2,2,0,2004-03-11T00:00:00
2152,Tim Tubax,None,0,0,None,None,None,0,1,0,1996-04-21T00:00:00
2153,Alexander Zallusski,None,0,0,None,None,None,0,1,0,1996-04-21T00:00:00
2154,Oleg Tsygolnik,None,0,0,None,None,None,3,3,0,2001-11-11T00:00:00
2155,Pedro Palm,None,0,0,None,Holland,None,2,5,0,1999-01-31T00:00:00
2156,Sergei Tunic,None,0,0,None,None,None,0,1,0,1997-11-01T00:00:00
2157,Ruslan Kerselyan,None,104.33,0,None,Armenia,None,5,3,0,1999-12-16T00:00:00
2158,Nikita Abramov,None,0,0,None,None,None,0,1,0,1997-11-01T00:00:00
2159,Emil Stroka,None,0,0,None,None,None,0,1,0,1997-11-01T00:00:00
2160,Colorado Lopez,None,0,0,None,Spain,None,0,1,0,1997-11-01T00:00:00
2161,Chris Wells,None,74.84,180.34,"Aberdeen, South Dakota",United States,None,7,5,0,2009-07-25T00:00:00
2162,Joshua Jenkins,None,149.69,193.04,"Robeline, Louisiana",United States,None,1,1,0,1999-02-06T00:00:00
2163,Jason Brodeur,None,135.17,190.5,Charlottetown,Canada,None,0,1,0,1999-02-06T00:00:00
2164,Daniel    James,None,99.79,193.04,"Canyon City, Colorado",United States,None,0,1,0,1999-02-06T00:00:00
2165,Jason McKeever,None,76.66,167.64,"Grand Junction, Colorado",United States,None,0,1,0,1999-02-06T00:00:00
2166,Mark Walker,None,88.45,177.8,"Atlas, Oklahoma",United States,None,5,6,0,2002-03-15T00:00:00
2167,Abundio Munoz,None,85.73,175.26,"Fort Worth, Texas",United States,The Karate Center,1,2,0,1999-02-06T00:00:00
2168,Kelsey Beard,None,72.57,165.1,"Grand Junction, Colorado",United States,High Desert Martial Arts,0,1,0,1999-02-06T00:00:00
2169,Mayra Conde,None,71.67,162.56,"Toronto, Ontario",Canada,German Top Team,2,1,1,2003-03-03T00:00:00
2170,Matt Asher,None,106.59,185.42,"Elko, Nevada",United States,None,2,1,0,2003-01-18T00:00:00
2171,James Stewart,None,70.31,175.26,"Bakersfield, California",United States,None,0,1,0,1999-02-06T00:00:00
2172,John Olson,None,74.39,167.64,"Elko, Nevada",United States,None,2,1,0,1999-10-16T00:00:00
2173,Josh Reason,None,87.54,180.34,"Lakewood, Colorado",United States,None,1,1,0,1999-02-06T00:00:00
2174,Martin Splichal,None,76.2,187.96,"Riverhead, New York",United States,None,1,1,0,1999-10-16T00:00:00
2175,Ron Lobley,None,89.81,182.88,"Rancho Cordova, California",United States,Shamrock 2000,2,2,0,1999-02-06T00:00:00
2176,Tom Bolger,None,86.18,180.34,"Grand Junction, Colorado",United States,High Desert Martial Arts,1,2,0,1999-04-24T00:00:00
2177,Robert Garcia,None,88.45,180.34,"Lubbock, Texas",United States,None,1,1,0,1999-02-06T00:00:00
2178,Ray Morales,None,76.66,175.26,"Brighton, Colorado",United States,None,0,2,0,1999-06-01T00:00:00
2179,Joe Riley,None,88.45,177.8,"Atlas, Oklahoma",United States,Main Street Martial Arts,1,3,0,1999-04-10T00:00:00
2180,Vince Salazar,None,68.04,167.64,"Denver, Colorado",United States,Champion Martial Arts,1,1,0,2002-04-14T00:00:00
2181,Mark DaPolito,None,86.18,175.26,New Jersey,United States,None,1,3,0,2008-06-27T00:00:00
2182,Franklin Agerre,None,89.81,187.96,California,United States,None,0,1,1,1999-06-01T00:00:00
2183,Hoss Carter,None,113.4,190.5,"Ridgecrest, California",United States,None,0,2,0,1999-10-16T00:00:00
2184,Joseph Marquez,None,127.01,200.66,"Northglenn, Colorado",United States,None,0,2,0,1999-08-14T00:00:00
2185,Chuck Gale,None,94.35,187.96,"Fairfield, Idaho",United States,Peak One,0,1,0,1999-06-01T00:00:00
2186,Arnoud Ritsema,None,0,0,None,None,None,0,0,1,2001-06-10T00:00:00
2187,Marco Merodio,None,88,185.42,Heemskerk,Holland,Team Schrijber,7,3,2,2004-11-14T00:00:00
2188,Dave Vader,1977-07-04T00:00:00,102.06,193.04,None,Holland,Loek's Gym,12,11,3,2007-01-27T00:00:00
2189,Damiaen Amatsetam,None,0,0,None,Holland,Kam Lung,0,3,0,2002-03-10T00:00:00
2190,Christophe Lardot,None,0,0,None,None,None,0,0,1,2001-06-10T00:00:00
2191,Cyrille Diabate,1973-06-10T00:00:00,92.99,198.12,"Le Celle St. Clous, Haut de Seine",France,Snake Team,19,10,1,2014-03-08T00:00:00
2192,Paul Cahoon,None,91.63,0,Manchester,England,Golden Glory,13,12,0,2010-06-05T00:00:00
2193,Cheick Kongo,1975-05-17T00:00:00,106.14,193.04,Paris,France,Kongo Smashin' Club,25,10,2,2016-09-16T00:00:00
2194,Andre Tete,None,0,0,None,None,None,2,6,0,2004-12-12T00:00:00
2195,Fabio Mello,1975-06-28T00:00:00,65.77,167.64,"Coconut Creek, Florida",United States,Imperial Athletics,11,8,0,2016-05-27T00:00:00
2196,Aritano Silva Barbosa,1979-01-19T00:00:00,61.23,165.1,Rio de Janeiro,Brazil,Renovacao Fight Team,6,6,0,2012-03-04T00:00:00
2197,Gary Simms,None,0,0,None,None,None,0,1,0,2003-10-10T00:00:00
2198,Marcelo Ferreira,1972-01-26T00:00:00,69.85,165.1,None,Brazil,None,3,2,0,2008-04-05T00:00:00
2201,Alessandro Leal,1977-03-10T00:00:00,83.91,180.34,"Goiania, Goias",Brazil,Leal Fight Team,1,4,0,2015-05-30T00:00:00
2202,Rogerio Sagate,None,81.65,177.8,None,Brazil,Behring Jiu-Jitsu,1,3,0,2006-05-28T00:00:00
2203,Walter Farias,None,114.31,187.96,None,Brazil,World Fight Center,1,2,1,2004-10-23T00:00:00
2204,Eddie Bakker,None,0,0,None,None,None,0,1,0,1999-09-05T00:00:00
2205,Richard Plug,None,0,0,None,Holland,None,8,5,1,2009-08-16T00:00:00
2206,Peter Varga,None,0,0,None,Hungary,None,0,2,1,2001-04-22T00:00:00
2207,Zoltan Pura,None,0,0,None,None,None,1,0,0,1999-09-05T00:00:00
2208,Antonio Schembri,1974-06-01T00:00:00,79.83,175.26,Rio de Janeiro,Brazil,Schembri BJJ Academy,5,5,0,2008-12-05T00:00:00
2209,Yoshihiro Takayama,1966-09-19T00:00:00,114.76,195.58,None,Japan,None,1,4,0,2013-03-09T00:00:00
2210,Bart Meekhof,None,0,0,None,None,None,1,0,0,2001-09-23T00:00:00
2211,Arnout van der Geest,None,69.85,0,None,Holland,Golden Glory,1,9,0,2003-06-14T00:00:00
2212,Naoki Matsushita,1976-03-31T00:00:00,69.85,167.64,"Nagoya, Aichi",Japan,MB3z,12,16,11,2012-07-22T00:00:00
2213,Piet van Gammeren,None,0,0,None,Holland,Loek's Gym,7,7,1,2002-07-14T00:00:00
2215,Miikka Lahtinen,None,79.83,0,None,Finland,Team Scandinavian,4,0,1,2002-10-13T00:00:00
2216,Edmunds Kirsis,1969-08-30T00:00:00,104.78,175.26,Lietuva,Latvia,Kamakura,5,7,0,2016-11-12T00:00:00
2217,Pat Stano,1965-03-27T00:00:00,108.86,182.88,New Jersey,United States,US Grappling Association,1,5,1,2006-09-23T00:00:00
2218,Robert Sarkozi,1975-11-15T00:00:00,83.91,185.42,Szeged,Hungary,Szeged Fight Team,18,17,1,2015-06-27T00:00:00
2219,Virgil Lozano,None,77.11,180.34,"Tijuana, Baja California",Mexico,Pitbull Gym,7,2,1,2010-07-17T00:00:00
2220,Yasuki Miyake,None,0,0,None,None,None,0,0,1,2001-08-10T00:00:00
2221,Peter Kaljevic,1963-11-17T00:00:00,70.31,175.26,"Long Island, New York",United States,None,1,10,0,2009-06-05T00:00:00
2222,Joe Priole,None,0,0,None,None,None,3,1,0,2001-08-10T00:00:00
2223,Junji Ikoma,1970-04-08T00:00:00,52.16,170.18,Osaka,Japan,Chokushinkai,14,14,6,2012-04-01T00:00:00
2224,James Lee,1973-09-22T00:00:00,92.99,180.34,"Sylvan Lake, Michigan",United States,Mash Fight Team,15,3,0,2012-08-04T00:00:00
2225,Mitsuhiro Ishida,1978-12-29T00:00:00,64.86,167.64,"Tsukuba, Ibaraki",Japan,T-Blood,20,8,1,2011-12-16T00:00:00
2226,Bobby Gamboa,None,65.77,0,California,United States,None,4,6,0,2006-10-21T00:00:00
2227,Mark McClelland,None,0,0,None,None,Mansouri Combat Grappling,0,3,0,2004-09-24T00:00:00
2228,Sost Infante,None,74.84,177.8,"Victorville, California",United States,Williams Combat Grappling,5,4,0,2005-09-23T00:00:00
2229,Akihiko Adachi,None,90.72,180.34,None,Japan,Paraestra Matsudo,4,4,2,2008-05-25T00:00:00
2230,Jun Ishii,1975-12-20T00:00:00,119.75,182.88,None,Japan,Chojin Club,8,6,0,2005-02-12T00:00:00
2231,Kenichiro Togashi,1980-12-05T00:00:00,69.85,177.8,"Hiroshima, Hiroshima",Japan,Paraestra Hiroshima,17,11,5,2016-11-13T00:00:00
2232,Tomoki Kanuka,None,83.01,172.72,None,Japan,La Zona Academy,1,4,2,2013-09-22T00:00:00
2233,Rudy Duran,None,0,0,None,None,None,2,4,0,2011-06-12T00:00:00
2234,Danny Byrket,None,0,0,"Bradenton, Florida",United States,None,5,5,0,2007-06-30T00:00:00
2235,Eiji Mitsuoka,1976-01-01T00:00:00,65.77,170.18,"Handa, Aichi",Japan,Wajyutsu Keisyukai RJW,18,9,2,2012-08-11T00:00:00
2236,Ichaku Murata,1972-07-06T00:00:00,52.16,165.1,"Takashima, Shiga",Japan,New Ground,7,13,1,2016-12-31T00:00:00
2237,Flavio Santiago,None,64.86,0,None,Brazil,World Fight Center,0,1,0,2001-09-02T00:00:00
2238,Bruno Queroy,None,69.85,0,None,Brazil,World Fight Center,0,1,0,2001-09-02T00:00:00
2239,Hirofumi Hara,1975-10-31T00:00:00,75.75,177.8,None,Japan,Team Junfan,1,4,3,2006-05-14T00:00:00
2240,Hiroshi Komatsu,1981-03-11T00:00:00,61.23,170.18,Osaka,Japan,Shooto Gym Blows,5,5,0,2015-04-29T00:00:00
2241,Ken Omatsu,1975-08-26T00:00:00,69.85,177.8,Osaka,Japan,Paraestra Osaka,3,7,1,2008-06-15T00:00:00
2242,Katsuhiko Ochiai,None,90.72,172.72,None,Japan,Paraestra Matsudo,1,1,1,2003-11-25T00:00:00
2243,Kaichi Tsuji,None,90.72,185.42,None,Japan,G-Free,3,4,0,2005-06-19T00:00:00
2244,Gabriel Merendon,None,0,0,None,None,None,0,1,0,2001-07-13T00:00:00
2245,Robbie Lawler,1982-03-20T00:00:00,77.11,180.34,"Granite City, Illinois",United States,American Top Team,27,11,0,2016-07-30T00:00:00
2246,Jamie Webb,None,77.11,170.18,None,None,None,10,28,0,2002-03-17T00:00:00
2247,Olaf in 't Veld,None,0,0,None,Holland,Vechtsport Center de Groot,9,6,5,2005-10-30T00:00:00
2248,Roman Zentsov,None,104.33,185.42,St. Petersburg,Russia,Red Devil Sport Club,18,12,0,2008-08-29T00:00:00
2249,Moise Rimbon,1981-04-20T00:00:00,83.91,177.8,None,United Arab Emirates,Phuket Top Team,23,11,3,2016-12-10T00:00:00
2250,Patrick de Witte,None,0,0,None,Holland,Fysio Sportline,5,9,0,2002-06-02T00:00:00
2251,Dave Dalgliesh,1978-04-05T00:00:00,92.99,187.96,"Heemskerk, North Holland",Netherlands,Tatsujin Dojo,30,19,2,2009-11-14T00:00:00
2252,Herman van Tol,None,0,0,None,Holland,Loek's Gym,4,4,1,2001-10-21T00:00:00
2253,Michael McAuliffe,None,70.31,0,None,USA,None,0,1,0,1994-11-07T00:00:00
2254,Hiroaki Matsutani,None,70.31,0,None,Japan,None,2,3,2,1995-01-21T00:00:00
2255,Satoshi Fukuoka,None,0,0,None,Japan,None,0,2,1,1995-01-21T00:00:00
2256,Shingo Shigeta,None,0,0,None,Japan,None,0,1,0,1995-01-21T00:00:00
2257,Kenichi Tanaka,None,63.05,0,None,Japan,Shooting Gym Tsudanuma,6,4,3,1999-04-08T00:00:00
2258,Imre Hagendoorn,None,0,0,None,Holland,None,0,1,0,1995-01-21T00:00:00
2259,Jose Wilson,None,77.11,0,"Brasilia, Federal District",Brazil,Nova Uniao,1,4,0,2011-09-06T00:00:00
2260,Shane Wiggand,None,70.31,172.72,"Nashville, Tennessee",United States,Boxer Rebellion,6,9,0,2013-10-12T00:00:00
2261,Troy McDaniel,None,74.84,167.64,None,None,None,17,12,0,2008-10-04T00:00:00
2262,Ben Rothwell,1981-10-17T00:00:00,119.29,193.04,"Kenosha, Wisconsin",United States,Rothwell MMA,36,10,0,2016-04-10T00:00:00
2263,Bazigit Atajev,1979-03-12T00:00:00,104.33,182.88,Tula,Russia,Russian Top Team,16,1,0,2006-11-11T00:00:00
2264,Barrett Banks,None,0,0,None,None,None,0,1,0,1999-01-20T00:00:00
2265,James Julian,None,77.11,175.26,None,None,None,3,3,0,1999-04-30T00:00:00
2266,Ben Eaton,None,0,0,None,None,None,0,1,0,1999-02-17T00:00:00
2267,Kato Kung Lee Sr.,None,0,0,None,Mexico,None,0,1,0,2001-08-18T00:00:00
2268,Dustin Denes,1977-02-16T00:00:00,83.91,0,Rio de Janeiro,Brazil,Team Nogueira,12,4,3,2007-02-18T00:00:00
2269,Alberto Rodriguez,1977-05-25T00:00:00,95.25,195.58,"San Luis Potosi, San Luis Potosi",Mexico,AAA,9,5,0,2010-02-27T00:00:00
2270,Antonio Rogerio Nogueira,1976-06-02T00:00:00,92.99,187.96,"Vitoria da Conquista, Bahia",Brazil,Team Nogueira,22,8,0,2016-11-19T00:00:00
2271,Pshemek Wallace,None,0,0,None,None,None,0,1,0,2001-08-18T00:00:00
2272,Adam Palmer,None,0,0,None,None,None,1,4,0,2001-03-31T00:00:00
2273,John Wesley,None,0,0,None,None,None,0,1,0,1999-04-27T00:00:00
2274,Koba Tkeshelashvili,None,119.75,187.96,None,Georgia,Rings Georgia,1,2,0,2001-10-20T00:00:00
2275,Fred Rodriguez,None,0,0,None,None,None,0,1,0,1999-11-22T00:00:00
2276,Hideo Tokoro,1977-08-22T00:00:00,60.78,170.18,Gifu,Japan,Reversal Gym Tokoro Plus Fit,34,29,2,2016-12-31T00:00:00
2277,Goro Kobayashi,1977-10-04T00:00:00,56.7,162.56,None,Japan,Gokita Gym,8,7,6,2016-04-03T00:00:00
2278,Hidetaka Monma,1973-10-23T00:00:00,70.31,182.88,None,Japan,Brightness Monma Dojo,18,11,4,2014-04-29T00:00:00
2279,Hiroyuki Ito,1976-09-11T00:00:00,77.11,180.34,"Shimizu, Shizuoka",Japan,Alliance-Square,5,11,4,2016-04-17T00:00:00
2280,Takumi Yano,1970-01-03T00:00:00,64.86,170.18,Tokyo,Japan,Ugokai,10,9,3,2012-07-16T00:00:00
2281,Ryan Ackerman,1977-12-03T00:00:00,65.77,172.72,"Muskego, Wisconsin",United States,Freestyle Fighting Academy,12,8,1,2005-11-19T00:00:00
