Name,Nickname,Wins,Losses,Draws,No Contests,Height (in.),Weight (lbs),Reach (in.),Stance,Birth Date,Sig. Strikes landed/min,strike acc. (%),Sig Strikes taken/min,Strike def. (%),TD/15 min,TD acc. (%),TD def. (%),sub/15 min
James Hammortree,The Sledge,6,2,0,,75,185,,Orthodox,1983-11-29,1.93,30,4.13,44,2.00,50,100,1.0
Dean Hancock,,2,0,0,,,155,,,,7.97,63,1.94,67,1.71,33,75,1.7
Joachim Hansen,Hellboy,22,11,1,,67,150,,Southpaw,1979-05-26,2.01,43,2.04,58,2.21,58,34,1.9
Antoni Hardonk,,8,6,0,,76,245,78,Orthodox,1976-02-05,3.40,61,3.07,46,0.00,0,40,0.9
Dan Hardy,The Outlaw,25,10,0,1,72,170,74,Orthodox,1982-05-17,2.46,35,3.44,51,0.73,35,35,0.4
Baru Harn,Seiryu,1,2,0,,,265,,,,0.00,0,0.00,0,0.00,0,0,0.0
Scott Harper,,12,7,0,,72,185,,Orthodox,1972-04-14,1.30,54,4.98,47,3.25,100,0,0.0
Gerry Harris,,1,4,0,,80,270,,Orthodox,,0.00,0,0.00,0,0.00,0,0,0.0
Gerald Harris,,19,4,0,,71,185,77,Southpaw,1979-11-19,1.41,29,1.58,62,2.96,54,72,0.0
Phil Harris,Billy,22,12,0,2,64,125,64,Orthodox,1983-09-04,2.34,26,3.16,68,1.76,21,60,0.0
Walt Harris,The Big Ticket,9,5,0,,77,250,77,Southpaw,1983-06-10,2.62,36,3.08,62,0.00,0,80,0.3
Dhafir Harris,Dada 5000,2,0,0,1,,257,,,1977-08-04,0.00,0,0.00,0,0.00,0,0,0.0
Collin Hart,,4,2,1,,73,185,76,Orthodox,1989-10-12,6.33,44,7.53,51,2.00,16,50,0.0
Dale Hartt,,6,3,0,,70,155,69,Orthodox,1979-04-04,1.14,35,1.55,66,1.22,100,25,2.5
Luke Hartwig,,0,1,0,,,,,,,0.00,0,0.00,0,0.00,0,0,0.0
Clay Harvison,Bushwacker,9,3,0,,73,170,74,,1980-09-25,3.29,48,3.91,58,0.66,100,68,1.3
Hidehiko Hasegawa,,19,15,6,,69,170,,,1978-07-13,0.00,0,0.00,0,0.00,0,0,0.0
Chris Haseman,The Hammer,20,16,0,,71,205,,Orthodox,1969-06-02,0.93,70,4.67,28,0.00,0,40,2.0
Takayo Hashi,,13,4,0,,64,135,,Orthodox,1977-10-02,2.84,26,6.56,61,0.00,0,0,0.0
Tomohiko Hashimoto,,1,4,0,,72,250,,Orthodox,,0.00,0,11.67,30,0.00,0,0,0.0
Justin Haskins,,7,6,0,,70,170,,Orthodox,1979-08-30,1.51,33,2.65,54,1.62,40,52,0.8
Hayder Hassan,Hulk,6,3,0,,70,170,70,,1982-10-20,2.11,46,3.16,48,0.00,0,25,0.0
Daiki Hata,DJ Taiki,11,9,4,,66,139,,Orthodox,1982-08-24,1.44,39,1.42,55,0.67,100,35,0.7
John Hathaway,The Hitman,17,2,0,,73,170,75,Orthodox,1987-07-23,3.40,40,1.80,62,2.61,43,60,0.9
Chris Hawk,,4,8,0,,73,205,,,,0.00,0,0.00,0,0.00,0,0,0.0
Del Hawkins,The Filipino Delight,22,15,0,,65,135,,Orthodox,,1.15,27,2.01,46,0.00,0,0,0.0
Tommy Hayden,Wild Card,8,2,0,,69,145,72,Southpaw,1986-03-11,1.48,27,2.05,55,3.42,33,66,0.0
Mike Hayes,,16,4,1,,76,230,,Orthodox,,4.87,55,1.47,77,0.00,0,75,4.0
Ryan Hayes,,2,2,0,,,,,,,0.00,0,0.00,0,0.00,0,0,0.0
Gerric Hayes,,7,8,0,,70,,,,,0.00,0,0.00,0,0.00,0,0,0.0
Josh Haynes,Bring the Pain,14,11,0,,69,170,,Orthodox,1977-07-30,1.25,22,4.03,52,0.94,18,42,0.0
Dustin Hazelett,McLovin,12,7,0,,73,170,76,Orthodox,1986-04-29,2.24,40,3.51,46,0.55,50,25,4.1
James Head,,9,4,0,,73,170,73,Orthodox,1984-02-09,2.75,48,3.11,49,0.41,100,66,0.8
Pat Healy,Bam Bam,31,19,0,1,72,155,74,Orthodox,1983-07-20,2.57,36,2.57,50,3.08,37,55,1.1
Ryan Healy,The Irish Assassin,19,9,1,,73,155,,Orthodox,1983-07-20,1.67,35,3.00,38,3.00,50,40,1.0
Spencer Hearns,,1,0,0,,71,185,,,,0.00,0,0.00,0,0.00,0,0,0.0
David Heath,,16,7,0,,71,205,72,Orthodox,1976-02-10,1.48,30,5.16,49,0.33,50,57,1.0
Chris Heatherly,Stump,9,3,0,1,69,155,68,Orthodox,1987-11-24,1.08,45,2.67,52,3.39,50,100,0.7
Jake Hecht,Hitman,11,4,0,,72,170,76,Orthodox,1984-02-09,3.26,47,2.76,56,2.04,37,40,0.0
Nick Hein,Sergeant,14,2,0,1,66,155,66,Southpaw,1984-04-24,2.60,38,2.65,65,1.00,33,90,0.0
Marcin Held,,22,6,0,,69,155,71,Orthodox,1992-01-18,1.19,36,2.16,41,1.81,44,33,1.4
Delson Heleno,Pe De Chumbo,23,7,0,,71,185,,Orthodox,1977-11-16,0.69,75,4.83,19,0.00,0,0,0.0
Matt Helm,,0,1,0,,,155,,,,0.00,0,0.00,0,0.00,0,0,0.0
Elisha Helsper,Knuckles,0,2,0,,66,135,,Orthodox,1983-02-06,0.00,0,0.00,0,0.00,0,0,0.0
Dan Henderson,Hendo,32,15,0,,71,185,74,Orthodox,1970-08-24,2.44,47,2.70,51,1.52,52,57,0.3
Benson Henderson,Smooth,23,5,0,,69,170,70,Southpaw,1983-11-16,2.93,45,1.79,63,2.40,45,63,0.8
Ron Henderson,,3,1,0,,70,125,,,,2.53,25,3.60,48,1.00,20,0,0.0
Josh Hendricks,,18,7,0,1,74,235,,Southpaw,1976-08-28,0.98,20,11.80,29,0.00,0,0,0.0
Johny Hendricks,Bigg Rigg,17,6,0,,69,185,69,Southpaw,1983-09-12,3.51,46,3.91,53,4.26,48,60,0.4
Cory Hendricks,,3,1,0,,75,205,,,1988-05-10,3.13,39,4.07,42,0.00,0,100,0.0
Luis Henrique,KLB,10,2,0,1,74,243,74,Orthodox,1993-08-21,1.93,53,1.45,54,4.13,42,100,1.6
TJ Hepburn,The Carnivore,4,2,0,,67,155,,,,0.73,37,0.13,81,2.00,40,60,0.0
Ed Herman,Short Fuse,24,12,0,1,73,205,77,Orthodox,1980-10-02,3.11,51,2.79,42,2.75,51,67,1.2
Dave Herman,,21,6,0,,76,242,76,Orthodox,1984-10-03,4.98,60,3.78,48,1.49,100,58,0.0
Jack Hermansson,The Joker,14,3,0,,73,185,77,Orthodox,1988-06-10,4.60,49,2.12,65,0.68,16,75,0.0
Noe Hernandez,,5,5,0,,,,,Orthodox,,0.00,0,0.00,0,0.00,0,0,0.0
Joe Hernandez,,0,1,0,,,,,,,0.00,0,0.00,0,0.00,0,0,0.0
Junior Hernandez,Hot Handed,14,6,0,,69,135,69,Orthodox,1986-07-22,2.72,28,5.51,64,0.00,0,0,0.0
Paul Herrera,The Bone Crusher,1,1,0,,70,185,,Orthodox,,0.00,0,0.00,0,0.00,0,0,0.0
Chris Herrera,The Crusher,3,1,1,,70,185,,,,2.04,37,3.35,48,1.80,100,100,0.0
Geane Herrera,The Revolutionary,9,3,0,,65,125,66,Orthodox,1990-05-27,1.51,31,5.07,52,0.83,37,38,0.6
Alvaro Herrera,Chango,9,4,0,,72,170,74,,1990-05-14,1.71,45,2.88,56,0.00,0,20,0.0
Felice Herrig,Lil Bulldog,12,6,0,,64,115,65,Orthodox,1984-09-18,2.72,32,3.89,51,1.50,40,50,1.9
Heath Herring,The Texas Crazy Horse,28,14,0,1,76,250,78,Orthodox,1978-03-02,2.37,50,1.77,54,1.22,50,32,0.7
Jon Hess,,1,1,0,,79,295,,,,0.00,0,0.00,0,0.00,0,0,0.0
Clint Hester,Headbussa,11,6,0,,74,205,77,Orthodox,1986-11-21,3.36,42,3.44,56,1.02,35,60,0.0
Brandon Hester,The Beast,3,0,0,,73,205,,,,3.53,53,0.40,68,4.00,80,0,0.0
Jimy Hettes,The Kid,11,3,0,,69,145,71,Southpaw,1987-06-09,3.47,57,3.50,57,5.20,44,61,1.4
Conor Heun,Hurricane,9,4,0,,70,155,,Orthodox,1979-02-11,2.92,36,3.66,54,2.45,31,33,0.3
Marcus Hicks,The Wrecking Ball,9,3,0,1,66,155,64,Southpaw,1975-11-25,1.42,43,3.06,61,2.70,53,25,4.0
Jay Hieron,The Thoroughbred,23,7,0,,72,170,75,Orthodox,1976-07-29,1.66,32,1.89,61,4.05,60,66,1.0
Lee Higgins,,2,1,0,,,155,,,1980-07-14,1.02,26,3.68,40,0.00,0,0,0.0
Jason High,The Kansas City Bandit,19,5,0,,68,155,71,Southpaw,1981-10-12,1.28,42,1.56,48,2.36,63,37,2.8
Richie Hightower,The Dirty Samurai,8,4,0,1,68,170,,Orthodox,1974-11-26,4.62,35,6.92,21,3.46,100,100,0.0
Alex Higley,,2,2,0,,70,145,,,,0.29,100,1.74,60,0.00,0,0,0.0
Corey Hill,,4,4,0,,76,155,80,Orthodox,1978-10-03,3.57,46,1.61,70,3.02,80,100,0.0
Isaiah Hill,,5,7,1,1,70,155,,,,4.84,50,0.97,80,0.00,0,66,14.5
Angela Hill,Overkill,2,3,0,,63,115,64,Orthodox,1985-01-12,4.92,51,4.54,58,0.00,0,75,0.0
Branden Lee Hinkle,The Iron Lion,15,11,0,1,75,235,,Orthodox,1973-07-29,2.61,69,3.91,26,4.34,57,66,4.3
Hatsu Hioki,,27,9,2,,71,145,70,Orthodox,1983-07-18,2.42,42,2.12,65,2.55,56,54,0.6
Alan Hiro,Yamaniha,11,4,4,,65,135,,Orthodox,1986-04-04,0.00,0,0.00,0,0.00,0,0,0.0
Kuniyoshi Hironaka,,19,8,0,,70,168,70,Orthodox,1976-06-17,1.98,40,3.01,54,1.91,30,25,0.6
Mizuto Hirota,Pugnus,19,7,2,,67,145,67,Orthodox,1981-05-05,3.49,45,3.25,53,2.16,68,64,0.0
Yuji Hisamatsu,,15,19,6,,70,185,,,1971-09-18,0.00,0,0.00,0,0.00,0,0,0.0
Kwan Ho Kwak,The Handsome,9,1,0,,65,135,70,Switch,1989-06-18,3.53,41,3.27,38,0.00,0,26,0.0
Matt Hobar,The Crowbar,9,3,0,,70,135,70,Southpaw,1987-01-07,3.23,42,4.27,52,3.66,44,50,0.0
Bobby Hoffman,The Truth,36,10,1,2,74,245,,Orthodox,1968-10-28,2.02,70,1.32,19,1.17,50,0,1.2
Sam Hoger,The Alaskan Assassin,10,4,0,,74,205,,Orthodox,1980-06-28,1.07,25,2.25,57,1.12,38,29,1.3
Andrew Holbrook,,12,1,0,,71,155,70,Southpaw,1986-02-06,1.70,54,1.86,57,0.98,40,10,2.5
Sean Holden,,3,1,0,,70,170,,,1984-09-17,2.40,59,0.60,59,5.00,83,0,2.0
Chris Holdsworth,Holds it Down,7,0,0,,71,135,71,,1987-10-24,1.85,29,1.94,58,3.38,62,100,2.0
Roger Hollett,The Hulk,13,5,0,,71,205,70,Orthodox,1978-10-08,1.83,47,6.47,34,1.00,28,30,0.0
Max Holloway,Blessed,17,3,0,,71,145,69,Orthodox,1991-12-04,5.67,43,3.74,67,0.32,80,83,0.6
Gabrielle Holloway,Gabanator,4,3,0,,63,145,,,1990-04-15,0.70,42,3.07,34,3.00,35,16,1.0
Jeremie Holloway,Hit Em,7,1,0,,72,170,,,1984-09-29,1.63,50,1.02,79,0.00,0,0,0.0
Holly Holm,The Preacher's Daughter,10,3,0,,68,145,69,Southpaw,1981-10-17,3.08,34,2.65,59,0.27,18,78,0.0
Rex Holman,Big Dog,4,2,0,,75,205,,Southpaw,,2.75,34,7.25,40,0.00,0,100,0.0
Kurt Holobaugh,,8,2,0,,71,145,70,Orthodox,1986-09-08,2.30,42,2.40,56,0.50,50,60,1.5
Paddy Holohan,The Hooligan,12,2,1,,70,125,69,Orthodox,1988-05-03,2.13,46,2.81,46,2.88,47,71,1.3
Ben Holscher,The Teacher,4,0,0,,71,155,,,,0.00,0,0.00,0,0.00,0,0,0.0
Mark Holst,Boots,9,3,0,,72,155,,Orthodox,1985-08-14,0.25,19,1.67,47,0.76,100,60,2.3
Scott Holtzman,Hot Sauce,9,2,0,,69,155,69,Orthodox,1983-09-30,3.94,46,3.16,59,2.34,60,60,0.5
Sabah Homasi,The Problem,11,6,0,,72,170,72,Orthodox,1988-10-19,4.16,41,8.95,39,3.78,100,0,0.0
Mark Hominick,The Machine,20,12,0,,68,145,68,Orthodox,1982-07-22,4.08,42,4.18,69,0.25,66,71,0.9
Chris Honeycutt,The Cutt,6,1,0,1,70,170,73,,1988-07-25,2.99,44,1.41,66,3.40,45,75,0.0
Satoshi Honma,,4,6,3,,73,205,,Orthodox,1968-05-19,0.00,0,0.00,0,0.00,0,0,0.0
David Hood,,1,3,0,,72,200,,,,0.00,0,0.00,0,0.00,0,0,0.0
Lorenzo Hood,The Samoan Silverback,9,2,0,,75,265,,,,0.00,0,0.00,0,0.00,0,0,0.0
Dan Hooker,The Hangman,14,7,0,,72,145,75,Switch,1990-02-13,3.43,40,4.73,56,0.25,33,75,0.2
Darrell Horcher,The Saint,12,2,0,,70,160,70,Southpaw,1987-07-28,0.70,22,8.69,28,0.00,0,33,0.0
Moti Horenstein,,1,6,0,,76,230,,Orthodox,,0.00,0,0.00,0,0.00,0,0,0.0
Kyoji Horiguchi,,18,2,0,,65,125,66,Orthodox,1990-10-12,3.60,45,2.45,62,2.00,44,55,0.0
Jeremy Horn,Gumby,88,21,5,,73,185,74,Orthodox,1975-08-25,1.19,39,1.99,55,1.83,38,29,1.1
Matt Horning,Horndog,20,25,0,1,64,125,,,,0.00,0,0.00,0,0.00,0,0,0.0
Chris Horodecki,The Polish Hammer,18,3,1,1,69,155,69,Orthodox,1987-09-24,4.59,41,3.16,65,1.52,55,37,0.9
Matt Horwich,Suave,26,19,1,,73,185,,Orthodox,1978-10-02,1.11,62,2.16,38,0.33,9,28,2.7
John Hosman,,18,8,1,,70,135,,Southpaw,1980-11-13,1.11,38,1.52,45,0.00,0,46,0.0
Saeed Hosseini,,0,1,0,,,,,,,0.00,0,0.00,0,0.00,0,0,0.0
Jeff Hougland,Hellbound,10,6,0,,67,135,68,Orthodox,1978-08-02,1.86,48,3.46,47,0.86,18,0,1.1
Trey Houston,,7,2,0,,71,185,,,,0.00,0,0.00,0,0.00,0,0,0.0
Jamie Houston,,2,0,0,,,185,,,,0.00,0,0.00,0,0.00,0,0,0.0
Brian Houston,B-Hue,4,2,0,,74,185,78,Orthodox,1981-04-26,1.90,35,3.67,53,0.95,100,87,0.0
Harold Howard,,1,3,0,,74,240,,Orthodox,,0.00,0,0.00,0,0.00,0,0,0.0
John Howard,Doomsday,23,12,0,,67,170,71,Orthodox,1983-03-01,2.15,50,3.08,51,2.70,49,53,0.4
Shane Howell,,13,9,0,,68,125,69,Orthodox,1983-11-28,1.27,32,2.55,42,0.00,0,20,0.0
Alex Huddleston,The Shaved Gorilla,6,2,0,,79,254,,,1986-08-11,2.47,42,2.59,67,0.00,0,0,0.9
Roger Huerta,El Matador,21,5,1,1,69,155,70,Orthodox,1983-05-20,3.64,36,2.33,56,2.13,46,52,0.5
Casey Huffman,Hellbent,3,1,0,,75,185,,,,0.00,0,0.00,0,0.00,0,0,0.0
Matt Hughes,,45,9,0,,69,170,73,Switch,1973-10-13,2.14,53,1.36,53,2.95,50,35,1.2
Mark Hughes,,6,2,0,,69,205,,Southpaw,1973-10-13,0.90,47,0.40,42,3.00,50,0,4.5
David Hulett,Hollywood,18,9,0,,70,170,,,1980-09-07,0.00,0,0.00,0,0.00,0,0,0.0
Bryan Humes,,6,2,0,,,265,,,,0.00,0,0.00,0,0.00,0,0,0.0
Abongo Humphrey,,7,3,0,,71,205,,Orthodox,,1.45,40,3.83,46,1.41,37,33,3.3
Mark Hunt,Super Samoan,12,10,1,1,70,265,72,Orthodox,1974-03-23,3.08,44,2.74,52,0.65,55,67,0.3
Alex Hunter,,2,0,0,,69,226,,Orthodox,,0.00,0,0.00,0,0.00,0,0,0.0
Adam Hunter,Warhammer,7,1,0,,73,185,73,Orthodox,1983-10-16,0.00,0,0.00,0,0.00,0,0,0.0
Joe Hurley,,12,5,0,,68,155,,,1978-06-24,1.12,45,3.35,56,0.00,0,20,0.0
Solomon Hutcherson,King,11,7,0,1,71,185,,Southpaw,1972-08-31,2.59,39,2.59,64,3.53,100,0,0.0
Al Iaquinta,Raging,12,3,1,,69,155,70,Orthodox,1987-04-30,4.91,41,3.72,64,1.25,29,84,0.5
Minoki Ichihara,,0,1,0,,67,178,,Orthodox,,0.00,0,0.00,0,0.00,0,0,0.0
Valeri Ignatov,,1,2,0,,69,170,,Orthodox,,0.00,0,0.00,0,0.00,0,0,0.0
Sergey Ignatov,,0,1,0,,69,210,,Orthodox,,0.35,50,3.25,42,0.00,0,0,0.0
Fabiano Iha,,9,5,0,,68,155,,Orthodox,1970-07-28,1.73,47,2.49,42,2.88,40,50,2.9
Seichi Ikemoto,,20,17,5,,71,168,,Orthodox,1975-08-24,2.59,32,3.74,57,1.23,26,60,0.0
Mikhail Iloukhine,,30,11,1,,69,205,,Orthodox,1966-11-21,0.16,20,2.95,26,0.00,0,0,7.0
Yusuke Imamura,,2,6,0,,68,220,,Orthodox,,0.18,50,1.83,52,2.75,50,0,0.0
Masakazu Imanari,,24,9,2,,64,139,,Southpaw,1976-02-10,0.55,30,1.74,57,0.00,0,0,2.1
Brad Imes,Hillbilly Heartthrob,13,7,0,,79,265,,Orthodox,1977-03-13,2.73,31,4.24,49,1.72,71,0,1.0
Chris Indich,The Savage,5,3,0,,70,170,73,,1987-04-22,1.31,30,4.32,43,0.75,50,50,1.5
Chris Inman,,0,0,0,,,,,,,0.00,0,0.00,0,0.00,0,0,0.0
Guto Inocente,,6,4,0,,75,205,77,Orthodox,1986-05-29,4.13,66,2.92,54,0.67,33,66,0.7
Enson Inoue,Yamato Damashii,12,8,0,,70,210,,Orthodox,1967-04-15,1.70,63,1.88,30,0.00,0,33,0.0
Egan Inoue,,13,8,0,,69,190,,Southpaw,1965-07-04,1.66,36,3.31,57,0.00,0,0,0.0
Katsuya Inoue,,19,9,4,,69,168,,Southpaw,1979-08-10,3.41,24,12.89,51,0.00,0,66,0.0
Takeshi Inoue,Lion,20,5,0,,68,145,,,1980-03-18,2.54,44,3.32,61,0.00,0,47,0.0
Jorge Interiano,,3,3,0,,73,205,,,,0.00,0,0.00,0,0.00,0,0,0.0
Jason Ireland,The Irish Tornado,18,8,1,,69,161,,Southpaw,1979-12-30,1.20,25,2.07,51,3.59,75,0,1.2
James Irvin,The Sandman,15,9,0,2,74,205,75,Orthodox,1978-09-12,2.03,48,3.86,35,0.00,0,36,0.5
Eric Irvin,,9,4,0,,68,155,,,1986-01-10,3.27,42,4.47,36,4.00,30,33,0.0
Mitsuhiro Ishida,The Endless Warrior,20,7,1,,66,154,,Southpaw,1978-12-29,1.46,41,1.13,61,4.76,53,33,0.7
Teruto Ishihara,Yashabo,10,3,2,,67,145,69,Southpaw,1991-07-23,4.62,48,4.33,59,0.00,0,42,0.0
Satoshi Ishii,,4,1,1,,71,240,,Orthodox,1986-12-19,1.41,36,1.58,63,3.47,52,100,1.6
Yuki Ishikawa,,0,2,0,,71,205,,Orthodox,,1.07,28,8.57,11,0.00,0,50,0.0
Eiji Ishikawa,,22,17,3,,70,170,,,1979-10-12,1.20,29,4.07,60,1.00,9,0,0.0
Tokimitsu Ishizawa,Kendo Ka Shin,1,5,1,,72,185,,Orthodox,1968-08-05,1.34,30,2.99,59,2.74,18,0,0.0
Wallid Ismail,,9,3,0,,67,205,,Orthodox,1968-02-23,0.92,31,0.83,44,1.85,28,0,0.5
Leandro Issa,Brodinho,13,6,0,,67,135,69,Orthodox,1983-09-19,2.08,37,3.17,58,2.38,22,50,1.2
Tomomi Iwama,,9,5,1,,63,155,,Orthodox,,1.00,20,3.00,70,0.00,0,0,0.0
Tatsuya Iwasaki,,0,1,0,,69,205,,Orthodox,,0.79,100,8.68,38,0.00,0,0,0.0
Yoislandy Izquierdo,Cuba,6,2,0,,71,155,,Southpaw,1984-01-09,2.93,52,1.40,26,0.00,0,50,0.0
Hiroshi Izumi,,4,2,0,,,205,,Orthodox,1982-06-22,1.95,37,2.65,66,3.35,70,100,0.5
Yves Jabouin,Tiger,20,11,0,,67,135,68,Orthodox,1979-05-30,3.06,41,2.93,62,1.94,60,82,0.1
Kevin Jackson,,4,2,0,,70,199,,Switch,,0.00,0,0.00,0,0.00,0,0,0.0
Eugene Jackson,The Wolf,15,9,1,,68,185,,Orthodox,1966-09-23,2.19,33,3.44,32,1.91,71,16,2.3
Rampage Jackson,Rampage,36,11,0,,73,205,73,Orthodox,1978-06-20,3.25,54,2.51,55,1.52,56,73,0.1
Jeremy Jackson,Scorpion,9,5,0,,70,170,,Orthodox,1982-09-19,0.71,27,2.03,25,1.52,40,58,0.0
Damon Jackson,The Leech,9,1,1,1,71,145,71,Switch,1988-08-08,2.71,35,3.90,43,1.77,20,60,0.0
Kenyon Jackson,,3,3,0,,72,185,,,,0.00,0,0.00,0,0.00,0,0,0.0
Mike Jackson,The Truth,0,1,0,,74,170,,,1985-03-22,4.00,50,2.67,50,0.00,0,0,0.0
Eric Jacob,,1,9,0,,,155,,,,0.00,0,0.00,0,0.00,0,0,0.0
Dustin Jacoby,,6,3,0,,76,185,78,Orthodox,1988-04-04,1.50,25,2.65,61,0.00,0,28,0.0
Justin James,,13,7,0,,70,155,,Orthodox,1976-11-08,1.34,36,2.68,50,0.00,0,50,1.6
Nate James,,13,7,1,,72,185,,,1978-05-29,1.33,42,2.67,28,0.00,0,44,0.0
Ryan Janes,,9,1,0,,75,185,76,Orthodox,1981-08-22,5.47,38,4.07,63,0.00,0,60,0.0
Josh Janousek,,8,1,0,,71,185,73,Orthodox,1980-09-25,0.00,0,0.00,0,0.00,0,0,0.0
Dave Jansen,,15,3,0,,69,155,73,Orthodox,1979-08-21,2.94,33,3.67,58,2.79,28,38,0.9
Jaime Jara,El Cucui,32,10,0,1,73,205,,Southpaw,1969-08-02,2.20,60,1.47,56,0.00,0,25,0.0
Keith Jardine,The Dean of Mean,17,10,2,,74,185,76,Orthodox,1975-10-31,3.25,36,2.98,59,1.18,45,62,0.7
Brock Jardine,The Machine,9,3,0,,71,170,73,Orthodox,1985-07-10,1.06,30,3.34,56,0.00,0,14,0.8
Josh Jarvis,,0,3,0,,,,,,,0.00,0,0.00,0,0.00,0,0,0.0
Rony Jason,,15,6,0,1,67,145,70,Orthodox,1984-03-21,2.24,43,3.16,56,0.74,33,47,1.0
Louis Jauregui,,2,2,0,,67,170,,,,0.00,0,0.00,0,0.00,0,0,0.0
Joanna Jedrzejczyk,,13,0,0,,66,115,65,Orthodox,1987-08-18,6.45,47,2.25,69,0.23,66,81,0.0
Trent Jenkins,,0,4,0,,74,185,,,,0.00,0,0.00,0,0.00,0,0,0.0
Bubba Jenkins,The Highlight Kid,10,2,0,,67,145,,,1988-02-05,2.41,37,1.58,67,7.23,68,100,0.0
Adrienna Jenkins,AJ,18,6,0,,68,145,,,1981-07-22,0.00,0,0.00,0,0.00,0,0,0.0
Steve Jennum,,2,3,0,,70,215,,Orthodox,,0.00,0,0.00,0,0.00,0,0,0.0
Ryan Jensen,,15,8,0,,73,185,76,Orthodox,1977-09-20,2.84,39,2.99,59,1.55,50,31,1.9
Kyle Jensen,,40,11,2,,69,170,,Orthodox,1979-07-20,0.00,0,0.92,60,6.92,100,0,6.9
Maciej Jewtuszko,Irokez,8,1,0,,72,155,,Southpaw,1981-01-31,2.29,45,1.39,66,0.00,0,42,0.9
Ronald Jhun,The Machine Gun,24,24,2,,71,170,,Orthodox,1970-09-21,1.45,57,3.01,50,1.81,100,100,0.0
Gilbert Jimenez,,7,12,1,1,,155,,,,0.00,0,0.00,0,0.00,0,0,0.0
Art Jimmerson,,0,1,0,,73,196,,Orthodox,1963-08-04,0.00,0,0.00,0,0.00,0,0,0.0
Ryan Jimmo,The Big Deal,19,5,0,,73,205,73,Orthodox,1981-11-27,3.12,66,2.77,46,0.45,28,87,0.0
Li Jingliang,The Leech,12,4,0,,72,170,71,Orthodox,1988-03-20,4.25,41,3.50,56,1.60,35,60,0.0
Phil Johns,,30,13,1,,62,170,,Southpaw,1968-10-22,1.20,66,1.80,50,0.00,0,50,0.0
Brett Johns,The Pikey,13,0,0,,67,135,71,Orthodox,1992-02-21,3.27,61,3.53,58,11.00,73,0,0.0
Anthony Johnson,Rumble,22,5,0,,74,205,78,Orthodox,1984-03-06,3.30,46,1.65,64,2.48,60,79,0.7
DaMarques Johnson,Darkness,18,12,0,,73,170,75,Orthodox,1982-06-28,2.11,37,3.75,51,1.18,55,19,0.7
Devin Johnson,,1,1,1,,,,,,,0.00,0,0.00,0,0.00,0,0,0.0
Travis Johnson,,0,1,0,,,205,,,,0.00,0,0.00,0,0.00,0,0,0.0
Ricky Johnson,,5,4,0,,68,145,,Orthodox,,1.83,25,6.30,36,0.00,0,0,0.0
Tony Johnson,,4,2,0,,,185,,,,0.00,0,0.00,0,0.00,0,0,0.0
Lavar Johnson,Big,17,7,0,,76,240,82,Orthodox,1977-06-11,5.39,55,2.54,55,0.61,66,54,0.6
Demetrious Johnson,Mighty Mouse,24,2,1,,63,125,66,Orthodox,1986-08-13,3.31,52,1.74,65,3.54,54,62,0.5
Michael Johnson,The Menace,18,11,0,,70,155,73,Southpaw,1986-06-04,3.77,35,3.74,58,0.58,53,79,0.1
Deshaun Johnson,,6,9,0,,,167,,,,2.27,41,6.67,43,0.00,0,0,0.0
Kajan Johnson,Ragin',21,12,1,,71,155,75,Orthodox,1984-04-21,2.52,43,1.79,64,2.50,35,81,0.4
Dashon Johnson,Flyboy,9,2,0,,67,145,70,Orthodox,1988-01-25,1.01,69,3.83,35,0.85,33,63,0.8
Tim Johnson,,10,3,0,,75,265,77,Southpaw,1985-03-13,2.72,40,2.42,50,1.50,35,63,0.0
Tony Johnson,,10,2,0,,73,265,,,,2.00,53,4.73,31,2.00,22,0,0.0
Jordan Johnson,,7,0,0,,74,205,79,Orthodox,1988-11-18,2.60,58,1.47,48,4.00,80,0,2.0
Brian Johnston,,5,5,0,,75,230,,Orthodox,,0.00,0,0.00,0,0.00,0,0,0.0
Daniel Jolly,The Werewolf of Texas,5,2,0,,73,205,75,Orthodox,1984-09-03,1.07,35,4.81,15,0.00,0,25,0.0
Paul Jones,,11,1,1,,69,199,,Orthodox,1963-06-16,0.00,0,0.00,0,0.00,0,0,0.0
Jon Jones,Bones,22,1,0,,76,205,84,Orthodox,1987-07-19,4.25,55,2.00,65,2.25,52,94,0.6
Nathan Jones,,0,1,0,,83,345,,Orthodox,1970-08-21,0.00,0,0.00,0,0.00,0,0,0.0
Marcus Jones,The Darkness,4,2,0,,78,265,,Orthodox,1973-08-15,1.94,52,2.71,58,8.71,75,0,2.9
Carlton Jones,,1,4,0,,73,225,,Orthodox,,2.32,41,3.58,56,4.02,50,57,2.7
Jesse Jones,,2,1,0,,69,170,,,,0.00,0,0.00,0,0.00,0,0,0.0
Tito Jones,,7,6,0,,68,145,,Southpaw,1981-07-31,0.00,0,0.00,0,0.00,0,0,0.0
Roy Jones,,6,2,0,,,205,,,1983-10-26,0.00,0,0.00,0,0.00,0,0,0.0
Justin Jones,Lazy Bones,3,2,0,,71,205,78,Orthodox,1987-09-06,1.70,36,3.17,45,1.00,15,46,0.5
Ben Jones,Blitzkrieg,4,4,0,,,185,,,,0.00,0,0.00,0,0.00,0,0,0.0
Victor Jones,,0,1,0,,,145,,,,0.00,0,0.00,0,0.00,0,0,0.0
